credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,riesgo_mora_30,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,total_eventos_pre,duracion_promedio_pre,prob_riesgo
CR000117,CL00109,2025-05-15,Crédito consumo digital,750000,6,0.0247,136000,Aliado,895,0.0557,Automática,Mora severa,1,39,M,3,Técnico/Tecnólogo,Pensionado,2440000.0,600.0,False,3,Android,5.0,114.2,0.9498662925067956
CR000118,CL00110,2025-11-12,Crédito libre inversión,1400000,9,0.0195,171000,App,746,0.0847,Automática,Activo,0,35,F,2,Universitario,Pensionado,2020000.0,497.0,True,0,Android,6.0,77.33333333333333,0.017875874568252462
CR000119,CL00111,2024-05-11,Crédito consumo digital,900000,9,0.0356,119000,Web,742,0.0753,Automática,Mora moderada,1,19,F,2,Universitario,Independiente,1580000.0,495.0,False,1,Android,5.0,87.6,0.9655338565602456
CR000120,CL00113,2025-08-04,Microcrédito,2050000,3,0.0379,736000,Call center,850,0.1524,Automática,Finalizado,0,37,F,1,Bachiller,Empleado,4830000.0,706.0,True,1,Android,2.0,119.0,0.010166662133444174
CR000121,CL00114,2023-07-09,Crédito libre inversión,7800000,9,0.0181,947000,Aliado,900,0.1821,Automática,Finalizado,0,61,M,4,Bachiller,Empleado,5200000.0,759.0,False,1,iOS,1.0,175.0,0.006105965426283757
CR000122,CL00115,2025-06-25,Microcrédito,7950000,12,0.0319,808000,Aliado,715,0.2825,Automática,Mora moderada,1,34,M,5,Bachiller,Microempresario,2860000.0,586.0,False,0,iOS,2.0,125.5,0.9714349474684444
CR000123,CL00116,2024-11-29,Crédito libre inversión,1450000,3,0.0243,507000,Aliado,609,0.1928,Manual,Finalizado,0,39,M,2,Bachiller,Independiente,2630000.0,588.0,False,1,Android,2.0,196.5,0.009669505151048245
CR000124,CL00117,2025-06-26,Crédito libre inversión,2150000,12,0.0276,213000,App,853,0.0734,Automática,Activo,0,36,F,3,Universitario,Empleado,2900000.0,655.0,False,1,iOS,2.0,120.5,0.007699450457161472
CR000125,CL00119,2025-06-12,Crédito libre inversión,2700000,18,0.0267,191000,Call center,889,0.099,Automática,Mora moderada,1,47,F,4,Técnico/Tecnólogo,Comerciante,1930000.0,613.0,True,0,Android,7.0,157.14285714285714,0.968422153371327
CR000126,CL00120,2026-03-10,Crédito libre inversión,4200000,12,0.0339,432000,Aliado,900,0.1681,Automática,Activo,0,44,F,5,Técnico/Tecnólogo,Microempresario,2570000.0,733.0,True,1,Android,5.0,285.0,0.003636153251440618
CR000127,CL00121,2025-09-03,Microcrédito,1250000,6,0.0399,238000,App,657,0.2674,Automática,Mora moderada,1,44,M,1,Posgrado,Empleado,890000.0,596.0,True,0,Android,4.0,126.75,0.9463692712938102
CR000128,CL00123,2025-08-14,Microcrédito,6400000,12,0.0312,648000,Aliado,900,0.1403,Automática,Activo,0,50,M,2,Bachiller,Empleado,4620000.0,711.0,False,0,Android,10.0,216.3,0.005121990703646312
CR000129,CL00123,2024-09-27,Crédito consumo digital,1950000,12,0.0255,191000,Aliado,900,0.0413,Automática,Finalizado,0,50,M,2,Bachiller,Empleado,4620000.0,711.0,False,0,Android,10.0,216.3,0.00799030553953169
CR000130,CL00125,2025-07-17,Crédito consumo digital,2250000,9,0.0252,283000,App,865,0.0515,Automática,Finalizado,0,42,F,4,Técnico/Tecnólogo,Empleado,5500000.0,678.0,True,4,iOS,4.0,220.25,0.0025805966370721985
CR000131,CL00126,2025-08-03,Crédito consumo digital,750000,9,0.0213,92000,Web,855,0.0398,Automática,Mora severa,1,58,M,2,Universitario,Independiente,2310000.0,603.0,True,2,Android,6.0,140.16666666666666,0.9504867576743641
CR000132,CL00127,2024-06-22,Crédito consumo digital,1850000,6,0.0255,336000,App,858,0.1057,Automática,Mora severa,1,26,M,2,Sin información,Independiente,3180000.0,523.0,True,2,Android,15.0,69.0,0.9834497172191601
CR000133,CL00127,2025-01-14,Crédito consumo digital,900000,3,0.0309,319000,App,803,0.1003,Automática,Finalizado,0,26,M,2,Sin información,Independiente,3180000.0,523.0,True,2,Android,15.0,69.0,0.021410982036188117
CR000134,CL00128,2024-07-03,Crédito consumo digital,1150000,6,0.0239,208000,App,804,0.0589,Automática,Finalizado,0,30,F,4,Universitario,Empleado,3530000.0,630.0,False,1,Android,7.0,172.71428571428572,0.006705498680475614
CR000135,CL00130,2024-07-22,Crédito consumo digital,600000,3,0.0324,213000,App,822,0.1392,Automática,Finalizado,0,31,M,1,Bachiller,Comerciante,1530000.0,492.0,False,1,iOS,3.0,116.66666666666669,0.02015165705089671
CR000136,CL00131,2024-12-21,Crédito consumo digital,1150000,24,0.0337,71000,App,840,0.0281,Automática,Mora moderada,1,20,F,3,Bachiller,Microempresario,2530000.0,522.0,True,0,Android,3.0,234.0,0.9593884728006157
CR000137,CL00133,2024-05-09,Crédito consumo digital,700000,6,0.0362,132000,App,798,0.066,Automática,Mora moderada,1,25,F,2,Técnico/Tecnólogo,Empleado,2000000.0,476.0,False,3,Web,5.0,61.6,0.9441413931512929
CR000138,CL00134,2025-03-05,Crédito consumo digital,2800000,12,0.0348,289000,App,777,0.1055,Automática,Finalizado,0,41,F,3,Bachiller,Empleado,2740000.0,605.0,False,1,Android,4.0,113.25,0.019985347871804532
CR000139,CL00135,2026-01-01,Crédito consumo digital,2250000,12,0.0206,214000,App,900,0.0575,Automática,Activo,0,27,M,3,Bachiller,Empleado,3720000.0,632.0,True,0,Android,5.0,177.0,0.012612694366434446
CR000140,CL00137,2026-02-04,Microcrédito,2000000,12,0.0334,205000,App,658,0.1694,Automática,Activo,0,28,F,2,Universitario,Estudiante,1210000.0,491.0,True,2,iOS,6.0,170.16666666666666,0.008947268022465912
CR000141,CL00138,2025-12-31,Crédito consumo digital,1600000,3,0.0322,568000,Web,900,0.1919,Automática,Finalizado,0,33,M,2,Posgrado,Empleado,2960000.0,601.0,True,2,Web,11.0,220.3636363636364,0.004494385406316349
CR000142,CL00139,2023-09-06,Microcrédito,2250000,24,0.0297,132000,App,723,0.0545,Automática,Mora severa,1,44,F,3,Universitario,Empleado,2420000.0,565.0,True,4,Android,,,0.9512702863522319
CR000143,CL00140,2024-04-21,Microcrédito,3500000,9,0.0434,478000,Aliado,806,0.1382,Automática,Finalizado,0,24,No informa,4,Universitario,Pensionado,3460000.0,577.0,False,2,Android,8.0,235.5,0.002252906041769911
CR000144,CL00140,2024-02-27,Avance de nómina,900000,6,0.0262,164000,Web,861,0.0474,Automática,Finalizado,0,24,No informa,4,Universitario,Pensionado,3460000.0,577.0,False,2,Android,8.0,235.5,0.003677497354320926
CR000145,CL00141,2025-08-27,Microcrédito,2000000,6,0.0406,382000,App,705,0.1882,Automática,Mora severa,1,38,M,3,Universitario,Conductor/Repartidor,2030000.0,598.0,False,0,Android,3.0,190.0,0.9710376888182701
CR000146,CL00142,2025-09-06,Microcrédito,10200000,12,0.0385,1078000,Web,900,0.1939,Automática,Activo,0,49,F,3,Técnico/Tecnólogo,Microempresario,5560000.0,781.0,False,0,Android,13.0,120.07692307692308,0.00807706454377152
CR000147,CL00142,2025-10-04,Crédito consumo digital,3300000,18,0.0371,255000,Aliado,900,0.0459,Automática,Activo,0,49,F,3,Técnico/Tecnólogo,Microempresario,5560000.0,781.0,False,0,Android,13.0,120.07692307692308,0.00935296923467231
CR000148,CL00144,2026-01-16,Crédito consumo digital,550000,24,0.023,30000,Call center,821,0.0101,Automática,Activo,0,38,F,2,Bachiller,Empleado,2980000.0,481.0,False,0,Android,9.0,114.88888888888889,0.03161234364593839
CR000149,CL00145,2024-04-20,Crédito consumo digital,1350000,12,0.0291,135000,Web,834,0.0823,Automática,Mora severa,1,39,M,3,Posgrado,Comerciante,1640000.0,465.0,False,0,Android,1.0,86.0,0.9914393913607502
CR000150,CL00146,2024-07-13,Crédito consumo digital,1150000,12,0.0382,121000,App,829,0.042,Automática,Mora severa,1,44,F,2,Bachiller,Independiente,2880000.0,589.0,True,0,iOS,3.0,136.66666666666666,0.9746357633091149
CR000151,CL00146,2024-02-09,Crédito consumo digital,550000,9,0.0388,74000,App,874,0.0257,Automática,Mora severa,1,44,F,2,Bachiller,Independiente,2880000.0,589.0,True,0,iOS,3.0,136.66666666666666,0.9676005574600818
CR000152,CL00148,2025-04-25,Avance de nómina,1500000,12,0.0237,145000,App,776,0.0665,Automática,Mora moderada,1,23,F,1,Universitario,Empleado,2180000.0,502.0,False,3,iOS,6.0,130.83333333333334,0.9165689889867874
CR000153,CL00149,2026-01-08,Microcrédito,1850000,3,0.031,655000,Web,831,0.1809,Automática,Finalizado,0,41,F,3,Técnico/Tecnólogo,Microempresario,3620000.0,660.0,False,0,iOS,9.0,124.88888888888889,0.0067595147834451814
CR000154,CL00150,2025-07-16,Microcrédito,3700000,6,0.0448,717000,App,874,0.1707,Automática,Finalizado,0,39,F,5,Bachiller,Empleado,4200000.0,634.0,False,1,Web,,,0.00548968093687428
CR000155,CL00151,2026-01-05,Microcrédito,3250000,6,0.0273,595000,Web,678,0.3814,Manual,Activo,0,39,M,1,Posgrado,Empleado,1560000.0,477.0,False,0,Android,4.0,159.5,0.00564254371171872
CR000156,CL00152,2026-01-23,Avance de nómina,400000,6,0.0206,72000,App,819,0.0266,Automática,Activo,0,39,F,4,Universitario,Empleado,2710000.0,632.0,False,1,Android,9.0,191.44444444444449,0.004776545944044593
CR000157,CL00152,2025-05-08,Crédito consumo digital,1050000,12,0.0233,101000,App,900,0.0373,Automática,Activo,0,39,F,4,Universitario,Empleado,2710000.0,632.0,False,1,Android,9.0,191.44444444444449,0.003431680717386196
CR000158,CL00153,2025-10-18,Avance de nómina,250000,9,0.021,31000,Call center,808,0.0156,Automática,Activo,0,29,M,4,Universitario,Pensionado,1990000.0,526.0,False,2,Android,15.0,139.53333333333333,0.011820392730433171
CR000159,CL00153,2024-04-20,Crédito libre inversión,1500000,9,0.0239,187000,App,800,0.094,Automática,Mora moderada,1,29,M,4,Universitario,Pensionado,1990000.0,526.0,False,2,Android,15.0,139.53333333333333,0.9067611762908208
CR000160,CL00154,2025-08-09,Avance de nómina,450000,6,0.0291,83000,App,828,0.0324,Automática,Finalizado,0,38,F,3,Universitario,Microempresario,2560000.0,626.0,True,4,Android,14.0,172.14285714285714,0.005641365105310824
CR000161,CL00154,2024-11-02,Crédito consumo digital,2000000,9,0.0243,250000,Aliado,826,0.0977,Automática,Finalizado,0,38,F,3,Universitario,Microempresario,2560000.0,626.0,True,4,Android,14.0,172.14285714285714,0.004403861989939439
CR000162,CL00155,2025-11-22,Crédito libre inversión,3700000,12,0.0329,378000,App,750,0.1919,Automática,Activo,0,39,M,1,Técnico/Tecnólogo,Empleado,1970000.0,484.0,False,2,Android,17.0,102.05882352941175,0.010825685826024806
CR000163,CL00155,2025-12-05,Crédito consumo digital,1000000,9,0.0241,125000,App,823,0.0635,Automática,Activo,0,39,M,1,Técnico/Tecnólogo,Empleado,1970000.0,484.0,False,2,Android,17.0,102.05882352941175,0.006305283824714328
CR000164,CL00156,2026-02-15,Crédito consumo digital,2350000,12,0.03,236000,Web,888,0.0626,Automática,Activo,0,29,F,2,Técnico/Tecnólogo,Comerciante,3770000.0,625.0,False,0,Android,9.0,90.77777777777776,0.02699977107403232
CR000165,CL00158,2025-06-21,Crédito libre inversión,11500000,6,0.0297,2121000,Web,900,0.3754,Manual,Mora severa,1,41,M,4,Posgrado,Empleado,5650000.0,668.0,True,0,Android,3.0,218.0,0.8923626343852179
CR000166,CL00159,2023-11-16,Avance de nómina,400000,3,0.022,139000,App,861,0.0891,Automática,Finalizado,0,24,M,1,Bachiller,Empleado,1560000.0,506.0,True,2,Android,3.0,150.33333333333334,0.013772227485220336
CR000167,CL00161,2025-11-12,Microcrédito,1400000,3,0.0289,494000,App,828,0.3088,Automática,Finalizado,0,26,M,2,Sin información,Empleado,1600000.0,531.0,False,4,Android,4.0,169.75,0.009424017871127635
CR000168,CL00163,2025-11-04,Crédito libre inversión,4900000,6,0.0294,903000,Call center,834,0.2648,Automática,Finalizado,0,48,F,4,Universitario,Microempresario,3410000.0,660.0,False,1,Android,6.0,159.33333333333334,0.011112822689031446
CR000169,CL00164,2025-07-13,Microcrédito,1950000,12,0.0364,203000,Aliado,900,0.0781,Automática,Activo,0,28,M,2,Universitario,Empleado,2600000.0,659.0,False,1,iOS,8.0,167.625,0.0042959979933926895
CR000170,CL00165,2024-06-06,Microcrédito,2200000,3,0.0274,774000,App,899,0.2538,Automática,Finalizado,0,46,F,3,Bachiller,Comerciante,3050000.0,738.0,False,1,Android,18.0,244.11111111111111,0.0038795501591461852
CR000171,CL00165,2024-12-01,Crédito consumo digital,1450000,18,0.0389,113000,App,900,0.037,Automática,Activo,0,46,F,3,Bachiller,Comerciante,3050000.0,738.0,False,1,Android,18.0,244.11111111111111,0.006543884770251379
CR000172,CL00166,2026-02-17,Crédito consumo digital,1400000,3,0.0329,498000,App,900,0.1586,Automática,Activo,0,40,M,3,Técnico/Tecnólogo,Conductor/Repartidor,3140000.0,622.0,True,3,Android,4.0,170.25,0.004803150406127035
CR000173,CL00167,2024-09-01,Microcrédito,1950000,3,0.0351,696000,Aliado,746,0.2559,Automática,Finalizado,0,44,F,2,Posgrado,Comerciante,2720000.0,517.0,False,3,Android,7.0,103.85714285714286,0.010644235416795404
CR000174,CL00167,2023-05-29,Crédito consumo digital,850000,9,0.0291,109000,Aliado,765,0.0401,Automática,Mora moderada,1,44,F,2,Posgrado,Comerciante,2720000.0,517.0,False,3,Android,7.0,103.85714285714286,0.9487629730286785
CR000175,CL00168,2024-04-25,Crédito consumo digital,1400000,6,0.0324,261000,Call center,900,0.0942,Automática,Finalizado,0,55,F,4,Técnico/Tecnólogo,Conductor/Repartidor,2770000.0,512.0,False,1,Web,2.0,153.0,0.008303062779004366
CR000176,CL00169,2025-01-24,Avance de nómina,550000,6,0.0195,98000,Aliado,860,0.0274,Automática,Finalizado,0,34,F,1,Técnico/Tecnólogo,Empleado,3580000.0,601.0,False,0,Android,9.0,156.66666666666666,0.008305720806370048
CR000177,CL00170,2024-10-14,Crédito libre inversión,3100000,6,0.0198,553000,App,793,0.2333,Automática,Finalizado,0,28,F,1,Universitario,Comerciante,2370000.0,498.0,False,1,Android,4.0,81.5,0.02488789662044839
CR000178,CL00172,2025-10-24,Avance de nómina,1650000,6,0.0319,306000,Aliado,873,0.0789,Automática,Finalizado,0,28,F,3,Universitario,Empleado,3880000.0,616.0,True,2,Android,8.0,151.75,0.007249143943409849
CR000179,CL00173,2025-03-25,Crédito consumo digital,1700000,6,0.0298,314000,Call center,896,0.1303,Automática,Finalizado,0,35,F,3,Posgrado,Empleado,2410000.0,585.0,True,2,Android,5.0,75.2,0.016559546609543202
CR000180,CL00173,2023-11-06,Microcrédito,1550000,6,0.0361,292000,Web,762,0.1212,Automática,Finalizado,0,35,F,3,Posgrado,Empleado,2410000.0,585.0,True,2,Android,5.0,75.2,0.011988218939911217
CR000181,CL00174,2024-09-03,Crédito consumo digital,650000,3,0.0223,226000,App,761,0.1412,Automática,Finalizado,0,39,M,2,Sin información,Microempresario,1600000.0,487.0,True,1,Android,1.0,108.0,0.03221188280439614
CR000182,CL00175,2026-01-15,Crédito libre inversión,1350000,3,0.0273,475000,App,758,0.2411,Automática,Activo,0,39,F,2,Universitario,Comerciante,1970000.0,539.0,False,3,Android,8.0,93.375,0.013812935953887662
CR000183,CL00176,2025-05-19,Crédito consumo digital,1350000,12,0.0314,137000,App,900,0.0521,Automática,Activo,0,44,F,3,Técnico/Tecnólogo,Microempresario,2630000.0,580.0,True,1,Android,3.0,138.66666666666666,0.008111999686096374
CR000184,CL00178,2024-09-05,Avance de nómina,1300000,24,0.0318,78000,App,831,0.0263,Automática,Activo,0,51,M,1,Universitario,Empleado,2970000.0,638.0,False,0,Android,3.0,197.0,0.009349321762636241
CR000185,CL00180,2025-10-26,Crédito libre inversión,2350000,6,0.0182,417000,Web,875,0.1404,Automática,Finalizado,0,63,F,2,Técnico/Tecnólogo,Microempresario,2970000.0,665.0,True,1,iOS,2.0,172.0,0.006527762395925113
CR000186,CL00181,2025-11-28,Crédito libre inversión,4400000,12,0.0203,417000,Aliado,900,0.086,Automática,Activo,0,42,M,5,Bachiller,Independiente,4850000.0,691.0,False,2,Android,5.0,166.2,0.007658620807050934
CR000187,CL00182,2024-10-29,Crédito consumo digital,7650000,3,0.0271,2689000,Web,787,0.693,Excepción,Mora moderada,1,27,F,3,Técnico/Tecnólogo,Empleado,3880000.0,594.0,True,4,iOS,1.0,132.0,0.8921299965618031
CR000188,CL00183,2025-11-11,Crédito consumo digital,400000,12,0.0246,39000,App,804,0.0639,Automática,Activo,0,25,M,2,Universitario,Desempleado,610000.0,526.0,False,0,Android,30.0,110.76666666666668,0.011368966861284704
CR000189,CL00183,2025-03-17,Microcrédito,1050000,12,0.0308,106000,Web,673,0.1738,Automática,Mora moderada,1,25,M,2,Universitario,Desempleado,610000.0,526.0,False,0,Android,30.0,110.76666666666668,0.9562585872713911
CR000190,CL00183,2025-05-22,Crédito consumo digital,250000,9,0.0342,33000,App,786,0.0541,Automática,Finalizado,0,25,M,2,Universitario,Desempleado,610000.0,526.0,False,0,Android,30.0,110.76666666666668,0.013886696219454738
CR000191,CL00184,2024-05-09,Avance de nómina,650000,12,0.0262,64000,Web,728,0.0322,Automática,Finalizado,0,41,F,2,Técnico/Tecnólogo,Empleado,1990000.0,493.0,False,3,Android,1.0,157.0,0.016399519781342502
CR000192,CL00185,2026-01-11,Crédito libre inversión,2400000,6,0.0306,444000,App,826,0.1362,Automática,Activo,0,34,F,1,Universitario,Microempresario,3260000.0,493.0,True,1,Web,5.0,157.2,0.005395848841484227
CR000193,CL00186,2025-01-26,Crédito consumo digital,1400000,18,0.025,98000,Call center,900,0.0222,Automática,Mora severa,1,43,F,3,Sin información,Microempresario,4410000.0,555.0,False,2,Android,8.0,116.375,0.9855159418781878
CR000194,CL00186,2024-05-04,Crédito consumo digital,4550000,6,0.0246,825000,App,836,0.1871,Automática,Finalizado,0,43,F,3,Sin información,Microempresario,4410000.0,555.0,False,2,Android,8.0,116.375,0.013150277644864346
CR000195,CL00188,2025-02-25,Crédito consumo digital,1450000,3,0.0291,512000,App,900,0.2107,Automática,Finalizado,0,35,F,3,Universitario,Microempresario,2430000.0,615.0,True,0,Android,1.0,134.0,0.010088631068271311
CR000196,CL00189,2024-03-24,Avance de nómina,900000,3,0.0312,319000,App,768,0.1498,Automática,Mora moderada,1,28,M,2,Bachiller,Independiente,2130000.0,507.0,False,2,Android,,,0.9586747589704484
CR000197,CL00190,2025-05-28,Crédito libre inversión,2150000,12,0.0269,212000,Call center,854,0.1065,Automática,Activo,0,21,M,3,Bachiller,Empleado,1990000.0,659.0,False,1,Android,,,0.025959686810031978
CR000198,CL00190,2025-09-21,Microcrédito,3100000,6,0.0433,598000,Aliado,868,0.3005,Automática,Mora moderada,1,21,M,3,Bachiller,Empleado,1990000.0,659.0,False,1,Android,,,0.9272542850892167
CR000199,CL00191,2025-11-06,Crédito libre inversión,3350000,12,0.022,321000,App,849,0.1249,Automática,Activo,0,32,M,4,Sin información,Independiente,2570000.0,691.0,False,0,Web,,,0.014724924048644256
CR000200,CL00192,2024-06-18,Crédito consumo digital,700000,3,0.0331,249000,Web,839,0.0886,Automática,Mora moderada,1,45,F,2,Universitario,Empleado,2810000.0,571.0,True,0,Android,,,0.8889091190904531
CR000201,CL00193,2025-11-07,Crédito libre inversión,3250000,6,0.0284,597000,App,682,0.4489,Manual,Mora severa,1,38,F,5,Universitario,Desempleado,1330000.0,450.0,True,0,Web,2.0,223.0,0.9436782887235723
CR000202,CL00194,2025-12-13,Crédito libre inversión,13800000,9,0.0244,1726000,App,900,0.3736,Manual,Activo,0,24,No informa,3,Bachiller,Empleado,4620000.0,692.0,False,1,Android,20.0,137.25,0.004201051034991835
CR000203,CL00194,2025-09-11,Crédito consumo digital,1700000,9,0.0277,216000,App,858,0.0468,Automática,Activo,0,24,No informa,3,Bachiller,Empleado,4620000.0,692.0,False,1,Android,20.0,137.25,0.006491439538664264
CR000204,CL00195,2025-06-07,Microcrédito,6950000,3,0.0341,2477000,App,809,0.7097,Excepción,Finalizado,0,38,F,4,Bachiller,Empleado,3490000.0,643.0,True,3,iOS,,,0.004301781892091066
CR000205,CL00196,2024-08-04,Crédito consumo digital,1650000,12,0.0225,158000,App,770,0.0656,Automática,Mora moderada,1,40,F,1,Universitario,Empleado,2410000.0,450.0,True,1,Android,4.0,240.25,0.8405431759740323
CR000206,CL00197,2024-02-28,Crédito consumo digital,2150000,12,0.0341,221000,App,900,0.05,Automática,Finalizado,0,27,F,3,Técnico/Tecnólogo,Empleado,4420000.0,716.0,False,1,Android,7.0,168.14285714285714,0.009521006983495965
CR000207,CL00198,2024-03-30,Crédito consumo digital,800000,3,0.0253,280000,App,792,0.1167,Automática,Finalizado,0,38,M,2,Técnico/Tecnólogo,Microempresario,2400000.0,511.0,True,0,Android,5.0,243.2,0.009708072064971977
CR000208,CL00199,2026-03-19,Crédito libre inversión,1650000,12,0.0238,160000,Web,576,0.1231,Manual,Activo,0,37,M,1,Universitario,Empleado,1300000.0,588.0,False,1,iOS,2.0,180.5,0.0064079489933325535
CR000209,CL00200,2025-11-17,Avance de nómina,250000,18,0.0293,18000,App,759,0.0178,Automática,Activo,0,25,M,2,Bachiller,Desempleado,1010000.0,518.0,False,0,Android,27.0,171.88888888888889,0.021004184948474103
